OrderID,OrderDate,SKU,Revenue,Payment_Status
ORD-105610,2026-08-17,OURO-70,303,Pending
ORD-105611,2025-09-11,OURO-47,429,Pending
ORD-105612,2025-09-19,OURO-44,322,Paid
ORD-105613,2026-01-31,OURO-39,111,Paid
ORD-105614,2026-02-13,OURO-75,312,Pending
ORD-105615,2026-01-11,OURO-93,455,Pending
ORD-105616,2026-08-18,OURO-53,399,Paid
ORD-105617,2026-05-04,OURO-29,163,Paid
ORD-105618,2026-03-09,OURO-67,323,Paid
ORD-105619,2026-02-14,OURO-88,197,Paid
ORD-105620,2026-06-17,OURO-97,483,Pending
ORD-105621,2025-10-30,OURO-42,399,Paid
ORD-105622,2025-10-28,OURO-55,77,Paid
ORD-105623,2026-01-27,OURO-66,225,Paid
ORD-105624,2026-07-16,OURO-75,402,Pending
ORD-105625,2025-10-26,OURO-52,208,Paid
ORD-105626,2026-06-25,OURO-29,75,Pending
ORD-105627,2026-06-21,OURO-68,216,Paid
ORD-105628,2025-11-15,OURO-18,229,Pending
ORD-105629,2025-12-06,OURO-12,289,Paid
ORD-105630,2026-01-26,OURO-64,369,Pending
ORD-105631,2026-04-04,OURO-51,272,Pending
ORD-105632,2026-07-27,OURO-23,416,Pending
ORD-105633,2026-08-02,OURO-72,225,Paid
ORD-105634,2026-02-25,OURO-86,91,Paid
ORD-105635,2026-05-06,OURO-26,303,Paid
ORD-105636,2025-09-23,OURO-18,365,Paid
ORD-105637,2025-12-01,OURO-94,59,Paid
ORD-105638,2025-09-19,OURO-63,221,Paid
ORD-105639,2026-07-21,OURO-36,87,Paid
ORD-105640,2025-10-23,OURO-37,345,Pending
ORD-105641,2025-12-28,OURO-82,490,Paid
ORD-105642,2026-03-25,OURO-51,138,Paid
ORD-105643,2025-09-13,OURO-62,383,Paid
ORD-105644,2026-02-06,OURO-98,95,Paid
ORD-105645,2026-03-02,OURO-19,214,Pending
ORD-105646,2025-12-24,OURO-33,335,Paid
ORD-105647,2026-03-20,OURO-62,464,Paid
ORD-105648,2026-05-18,OURO-61,371,Paid
ORD-105649,2026-04-17,OURO-37,235,Paid
ORD-105650,2025-10-18,OURO-84,345,Paid
ORD-105651,2025-10-10,OURO-11,139,Paid
ORD-105652,2025-11-17,OURO-17,151,Pending
ORD-105653,2025-11-14,OURO-60,223,Pending
ORD-105654,2025-09-23,OURO-15,253,Pending
ORD-105655,2026-02-26,OURO-53,434,Paid
ORD-105656,2026-08-30,OURO-80,471,Paid
ORD-105657,2026-07-12,OURO-93,78,Paid
ORD-105658,2026-07-09,OURO-77,459,Pending
ORD-105659,2026-07-29,OURO-23,174,Paid
ORD-105660,2026-05-19,OURO-74,490,Pending
ORD-105661,2026-05-25,OURO-98,234,Paid
ORD-105662,2026-03-22,OURO-25,197,Paid
ORD-105663,2026-08-19,OURO-96,263,Pending
ORD-105664,2025-11-04,OURO-81,316,Paid
ORD-105665,2026-01-29,OURO-92,364,Paid
ORD-105666,2026-08-05,OURO-82,468,Paid
ORD-105667,2026-03-24,OURO-16,304,Paid
ORD-105668,2026-09-03,OURO-11,107,Paid
ORD-105669,2026-05-13,OURO-99,179,Pending
ORD-105670,2026-05-30,OURO-12,62,Paid
ORD-105671,2026-01-13,OURO-14,303,Paid
ORD-105672,2026-03-17,OURO-28,489,Paid
ORD-105673,2025-09-26,OURO-50,371,Paid
ORD-105674,2026-09-02,OURO-15,330,Paid
ORD-105675,2026-04-23,OURO-63,241,Pending
ORD-105676,2026-05-30,OURO-82,135,Paid
ORD-105677,2026-06-08,OURO-34,445,Paid
ORD-105678,2026-04-20,OURO-79,445,Paid
ORD-105679,2026-05-10,OURO-87,257,Paid
ORD-105680,2026-01-17,OURO-35,145,Paid
ORD-105681,2026-06-16,OURO-76,81,Paid
ORD-105682,2026-02-01,OURO-50,195,Pending
ORD-105683,2026-01-13,OURO-61,157,Pending
ORD-105684,2026-02-18,OURO-31,231,Paid
ORD-105685,2026-03-30,OURO-25,323,Pending
ORD-105686,2026-07-03,OURO-20,209,Paid
ORD-105687,2025-11-18,OURO-68,349,Paid
ORD-105688,2025-10-07,OURO-54,380,Pending
ORD-105689,2025-10-26,OURO-81,308,Pending
ORD-105690,2026-05-19,OURO-51,359,Paid
ORD-105691,2025-12-12,OURO-59,203,Pending
ORD-105692,2026-04-21,OURO-33,364,Pending
ORD-105693,2026-07-15,OURO-76,220,Paid
ORD-105694,2025-09-25,OURO-32,379,Paid
ORD-105695,2026-06-22,OURO-99,257,Paid
ORD-105696,2026-08-22,OURO-94,478,Paid
ORD-105697,2026-01-21,OURO-39,452,Pending
ORD-105698,2026-02-25,OURO-56,211,Paid
ORD-105699,2026-07-15,OURO-68,157,Paid
ORD-105700,2025-10-04,OURO-86,54,Paid
ORD-105701,2026-03-23,OURO-46,300,Pending
ORD-105702,2026-07-08,OURO-35,82,Paid
ORD-105703,2026-05-28,OURO-38,225,Pending
ORD-105704,2026-01-11,OURO-70,434,Pending
ORD-105705,2026-08-27,OURO-18,75,Paid
ORD-105706,2026-06-24,OURO-32,204,Pending
ORD-105707,2025-10-17,OURO-66,315,Paid
ORD-105708,2025-12-31,OURO-82,282,Paid
ORD-105709,2026-02-08,OURO-85,494,Pending
ORD-105710,2026-02-16,OURO-41,262,Paid
ORD-105711,2026-07-05,OURO-93,430,Pending
ORD-105712,2026-01-25,OURO-50,474,Paid
ORD-105713,2025-09-19,OURO-22,472,Paid
ORD-105714,2026-08-04,OURO-85,450,Paid
ORD-105715,2025-11-27,OURO-64,230,Paid
ORD-105716,2025-12-06,OURO-86,378,Paid
ORD-105717,2025-09-14,OURO-69,107,Paid
ORD-105718,2026-02-23,OURO-26,399,Paid
ORD-105719,2026-01-26,OURO-48,262,Pending
ORD-105720,2026-06-14,OURO-73,126,Paid
ORD-105721,2025-12-24,OURO-14,420,Pending
ORD-105722,2025-11-23,OURO-17,284,Paid
ORD-105723,2026-02-16,OURO-35,332,Paid
ORD-105724,2026-04-11,OURO-77,326,Paid
ORD-105725,2025-11-12,OURO-76,346,Pending
ORD-105726,2026-08-01,OURO-84,147,Pending
ORD-105727,2026-01-21,OURO-12,271,Paid
ORD-105728,2025-11-24,OURO-63,103,Paid
ORD-105729,2026-03-07,OURO-70,227,Pending
ORD-105730,2025-11-09,OURO-38,162,Pending
ORD-105731,2026-05-26,OURO-83,457,Pending
ORD-105732,2025-09-20,OURO-59,59,Paid
ORD-105733,2026-01-13,OURO-11,368,Paid
ORD-105734,2025-10-05,OURO-71,266,Pending
ORD-105735,2026-09-04,OURO-30,55,Pending
ORD-105736,2026-03-27,OURO-91,172,Pending
ORD-105737,2026-04-27,OURO-15,384,Pending
ORD-105738,2026-01-24,OURO-24,326,Paid
ORD-105739,2025-09-15,OURO-45,220,Pending
ORD-105740,2026-01-09,OURO-99,117,Pending
ORD-105741,2026-09-04,OURO-92,289,Paid
ORD-105742,2026-01-10,OURO-79,183,Paid
ORD-105743,2026-04-17,OURO-67,190,Pending
ORD-105744,2025-10-18,OURO-35,375,Paid
ORD-105745,2026-05-11,OURO-60,299,Paid
ORD-105746,2026-01-04,OURO-24,327,Paid
ORD-105747,2026-07-31,OURO-22,213,Pending
ORD-105748,2026-03-05,OURO-31,452,Paid
ORD-105749,2025-11-20,OURO-14,183,Pending
ORD-105750,2026-09-01,OURO-49,305,Paid
ORD-105751,2025-11-15,OURO-39,73,Paid
ORD-105752,2025-12-12,OURO-22,334,Paid
ORD-105753,2026-08-10,OURO-99,153,Paid
ORD-105754,2026-06-22,OURO-69,464,Pending
ORD-105755,2026-08-02,OURO-58,183,Paid
ORD-105756,2026-05-15,OURO-10,87,Pending
ORD-105757,2026-05-23,OURO-75,390,Paid
ORD-105758,2025-10-23,OURO-16,164,Paid
ORD-105759,2025-12-18,OURO-75,55,Paid
ORD-105760,2026-07-29,OURO-88,394,Pending
ORD-105761,2026-02-03,OURO-51,352,Paid
ORD-105762,2026-07-26,OURO-25,386,Paid
ORD-105763,2026-04-07,OURO-94,272,Paid
ORD-105764,2026-09-01,OURO-23,153,Paid
ORD-105765,2026-06-08,OURO-95,112,Paid
ORD-105766,2026-07-22,OURO-48,382,Paid
ORD-105767,2026-03-15,OURO-99,487,Pending
ORD-105768,2026-01-24,OURO-12,186,Pending
ORD-105769,2026-07-30,OURO-94,378,Paid
ORD-105770,2026-05-02,OURO-46,448,Pending
ORD-105771,2026-01-09,OURO-79,258,Paid
ORD-105772,2026-06-26,OURO-76,105,Paid
ORD-105773,2025-09-10,OURO-80,468,Paid
ORD-105774,2026-07-07,OURO-96,146,Paid
ORD-105775,2026-02-07,OURO-39,93,Pending
ORD-105776,2026-04-17,OURO-28,456,Paid
ORD-105777,2026-01-01,OURO-69,90,Paid
ORD-105778,2026-01-11,OURO-85,464,Paid
ORD-105779,2025-09-26,OURO-21,497,Pending
ORD-105780,2025-10-26,OURO-87,149,Paid
ORD-105781,2026-08-12,OURO-73,431,Paid
ORD-105782,2026-07-29,OURO-45,415,Paid
ORD-105783,2026-07-12,OURO-75,431,Paid
ORD-105784,2026-08-24,OURO-93,181,Paid
ORD-105785,2026-06-02,OURO-71,272,Paid
ORD-105786,2026-03-03,OURO-66,497,Pending
ORD-105787,2026-04-22,OURO-15,73,Paid
ORD-105788,2025-09-27,OURO-94,245,Paid
ORD-105789,2026-02-10,OURO-89,438,Paid
ORD-105790,2026-08-14,OURO-59,454,Paid
ORD-105791,2026-03-30,OURO-10,77,Paid
ORD-105792,2026-06-15,OURO-14,329,Paid
ORD-105793,2026-06-26,OURO-73,364,Pending
ORD-105794,2026-04-21,OURO-89,104,Paid
ORD-105795,2026-01-01,OURO-35,158,Pending
ORD-105796,2026-04-25,OURO-62,297,Paid
ORD-105797,2025-12-26,OURO-10,122,Paid
ORD-105798,2025-09-29,OURO-74,254,Pending
ORD-105799,2025-12-21,OURO-73,488,Paid
ORD-105800,2025-11-07,OURO-83,456,Paid
ORD-105801,2026-07-28,OURO-18,125,Paid
ORD-105802,2026-06-25,OURO-11,162,Paid
ORD-105803,2025-12-21,OURO-72,355,Pending
ORD-105804,2026-02-27,OURO-66,57,Pending
ORD-105805,2026-06-13,OURO-23,211,Paid
ORD-105806,2025-12-02,OURO-13,372,Paid
ORD-105807,2026-03-06,OURO-33,64,Pending
ORD-105808,2026-06-07,OURO-40,396,Paid
ORD-105809,2025-11-07,OURO-20,264,Pending
ORD-105810,2026-07-18,OURO-67,320,Paid
ORD-105811,2025-10-09,OURO-87,474,Paid
ORD-105812,2026-07-26,OURO-85,129,Paid
ORD-105813,2026-03-02,OURO-17,56,Pending
ORD-105814,2026-01-03,OURO-89,234,Paid
ORD-105815,2026-06-18,OURO-72,98,Pending
ORD-105816,2026-03-03,OURO-60,438,Pending
ORD-105817,2026-03-18,OURO-74,302,Paid
ORD-105818,2026-06-10,OURO-25,454,Pending
ORD-105819,2026-08-14,OURO-44,274,Paid
ORD-105820,2026-08-31,OURO-47,353,Pending
ORD-105821,2026-04-21,OURO-74,334,Paid
ORD-105822,2026-03-20,OURO-96,244,Pending
ORD-105823,2026-02-14,OURO-70,491,Paid
ORD-105824,2026-07-03,OURO-23,202,Paid
ORD-105825,2026-05-17,OURO-51,407,Paid
ORD-105826,2026-02-09,OURO-64,456,Paid
ORD-105827,2026-06-17,OURO-46,151,Paid
ORD-105828,2026-08-11,OURO-88,394,Paid
ORD-105829,2025-11-02,OURO-95,336,Pending
ORD-105830,2026-06-14,OURO-67,354,Pending
ORD-105831,2026-04-04,OURO-46,228,Paid
ORD-105832,2026-05-28,OURO-91,396,Pending
ORD-105833,2026-03-14,OURO-79,158,Pending
ORD-105834,2026-07-30,OURO-48,453,Pending
ORD-105835,2026-03-08,OURO-28,355,Paid
ORD-105836,2026-04-10,OURO-66,420,Paid
ORD-105837,2025-12-17,OURO-10,103,Paid
ORD-105838,2026-05-17,OURO-13,204,Paid
ORD-105839,2026-06-14,OURO-24,332,Paid
ORD-105840,2026-06-12,OURO-29,169,Paid
ORD-105841,2026-04-11,OURO-78,404,Paid
ORD-105842,2026-04-14,OURO-60,244,Pending
ORD-105843,2025-10-09,OURO-60,449,Pending
ORD-105844,2026-08-22,OURO-76,403,Paid
ORD-105845,2026-08-21,OURO-47,128,Pending
ORD-105846,2025-10-28,OURO-79,368,Paid
ORD-105847,2026-06-14,OURO-27,391,Paid
ORD-105848,2026-07-07,OURO-98,364,Paid
ORD-105849,2026-06-12,OURO-11,60,Pending
ORD-105850,2026-08-15,OURO-76,211,Paid
ORD-105851,2025-12-12,OURO-18,494,Pending
ORD-105852,2026-03-16,OURO-23,90,Paid
ORD-105853,2026-09-05,OURO-15,52,Pending
ORD-105854,2025-12-12,OURO-40,281,Paid
ORD-105855,2026-07-17,OURO-29,234,Paid
ORD-105856,2025-12-31,OURO-70,61,Paid
ORD-105857,2025-10-03,OURO-73,230,Paid
ORD-105858,2026-05-21,OURO-93,442,Paid
ORD-105859,2026-05-01,OURO-13,159,Pending
ORD-105860,2026-06-07,OURO-21,131,Paid
ORD-105861,2025-11-23,OURO-53,448,Pending
ORD-105862,2026-08-21,OURO-16,286,Paid
ORD-105863,2026-02-14,OURO-76,267,Pending
ORD-105864,2026-01-16,OURO-29,270,Pending
ORD-105865,2026-06-07,OURO-54,492,Paid
ORD-105866,2026-01-18,OURO-50,315,Pending
ORD-105867,2025-10-06,OURO-50,276,Paid
ORD-105868,2026-04-09,OURO-65,495,Pending
ORD-105869,2026-02-26,OURO-62,470,Paid
ORD-105870,2026-08-11,OURO-95,450,Paid
ORD-105871,2026-05-13,OURO-57,188,Paid
ORD-105872,2025-10-28,OURO-87,269,Paid
ORD-105873,2026-04-27,OURO-40,437,Paid
ORD-105874,2026-03-10,OURO-72,137,Pending
ORD-105875,2026-08-08,OURO-84,184,Paid
ORD-105876,2026-05-16,OURO-58,289,Pending
ORD-105877,2025-10-11,OURO-44,331,Paid
ORD-105878,2026-04-25,OURO-77,52,Paid
ORD-105879,2026-03-13,OURO-82,242,Paid
ORD-105880,2026-04-18,OURO-17,60,Paid
ORD-105881,2026-08-31,OURO-67,437,Paid
ORD-105882,2026-01-29,OURO-58,323,Paid
ORD-105883,2025-11-03,OURO-88,111,Pending
ORD-105884,2026-05-22,OURO-87,370,Paid
ORD-105885,2025-10-03,OURO-90,141,Pending
ORD-105886,2026-08-22,OURO-35,399,Paid
ORD-105887,2026-09-01,OURO-85,95,Paid
ORD-105888,2026-02-23,OURO-60,241,Paid
ORD-105889,2026-04-19,OURO-58,279,Paid
ORD-105890,2026-06-13,OURO-90,258,Paid
ORD-105891,2026-06-13,OURO-90,373,Paid
ORD-105892,2026-03-29,OURO-83,121,Paid
ORD-105893,2026-06-07,OURO-70,169,Pending
ORD-105894,2026-08-17,OURO-31,394,Paid
ORD-105895,2025-11-23,OURO-60,217,Paid
ORD-105896,2026-02-28,OURO-73,332,Pending
ORD-105897,2026-03-09,OURO-98,167,Pending
ORD-105898,2026-08-18,OURO-24,451,Paid
ORD-105899,2025-09-18,OURO-83,436,Pending
ORD-105900,2026-08-08,OURO-86,492,Pending
ORD-105901,2026-06-15,OURO-52,441,Pending
ORD-105902,2026-03-17,OURO-78,377,Paid
ORD-105903,2025-12-01,OURO-69,286,Paid
ORD-105904,2025-12-17,OURO-60,471,Paid
ORD-105905,2025-10-09,OURO-97,95,Paid
ORD-105906,2025-09-16,OURO-54,62,Pending
ORD-105907,2025-10-01,OURO-63,93,Paid
ORD-105908,2025-09-11,OURO-23,207,Paid
ORD-105909,2026-03-30,OURO-79,294,Paid
ORD-105910,2026-05-24,OURO-93,296,Paid
ORD-105911,2026-07-05,OURO-41,238,Paid
ORD-105912,2026-02-25,OURO-33,322,Paid
ORD-105913,2026-05-02,OURO-64,390,Paid
ORD-105914,2026-04-16,OURO-20,225,Pending
ORD-105915,2026-07-31,OURO-89,480,Pending
ORD-105916,2026-08-15,OURO-80,129,Paid
ORD-105917,2026-01-21,OURO-35,193,Pending
ORD-105918,2026-08-21,OURO-76,325,Pending
ORD-105919,2026-07-18,OURO-23,173,Paid
ORD-105920,2026-07-15,OURO-66,357,Paid
ORD-105921,2026-08-03,OURO-57,399,Paid
ORD-105922,2026-05-03,OURO-56,80,Pending
ORD-105923,2026-06-07,OURO-79,391,Paid
ORD-105924,2026-04-15,OURO-53,229,Paid
ORD-105925,2026-06-23,OURO-89,86,Paid
ORD-105926,2025-11-24,OURO-34,357,Pending
ORD-105927,2026-07-09,OURO-69,187,Paid
ORD-105928,2025-12-29,OURO-86,243,Paid
ORD-105929,2026-08-28,OURO-50,290,Paid
ORD-105930,2025-10-24,OURO-79,424,Paid
ORD-105931,2026-03-07,OURO-71,177,Paid
ORD-105932,2025-12-30,OURO-47,307,Paid
ORD-105933,2025-12-31,OURO-39,307,Pending
ORD-105934,2026-07-24,OURO-58,457,Paid
ORD-105935,2026-04-04,OURO-67,100,Paid
ORD-105936,2026-09-05,OURO-51,344,Paid
ORD-105937,2025-11-11,OURO-19,241,Pending
ORD-105938,2026-01-27,OURO-85,107,Paid
ORD-105939,2026-06-25,OURO-33,189,Pending
ORD-105940,2026-08-12,OURO-30,434,Pending
ORD-105941,2026-03-29,OURO-35,304,Paid
ORD-105942,2026-04-02,OURO-98,77,Paid
ORD-105943,2026-07-16,OURO-81,457,Pending
ORD-105944,2026-02-23,OURO-40,113,Paid
ORD-105945,2026-07-22,OURO-78,64,Paid
ORD-105946,2026-08-19,OURO-38,424,Paid
ORD-105947,2026-08-24,OURO-12,448,Pending
ORD-105948,2026-05-13,OURO-39,486,Paid
ORD-105949,2026-02-08,OURO-79,350,Paid
ORD-105950,2026-04-10,OURO-58,271,Paid
ORD-105951,2026-05-22,OURO-42,439,Paid
ORD-105952,2026-03-23,OURO-17,377,Pending
ORD-105953,2026-09-04,OURO-27,320,Pending
ORD-105954,2026-02-19,OURO-73,189,Pending
ORD-105955,2026-04-10,OURO-66,323,Paid
ORD-105956,2025-11-14,OURO-33,81,Pending
ORD-105957,2026-02-22,OURO-10,189,Pending
ORD-105958,2026-08-21,OURO-66,209,Paid
ORD-105959,2025-11-24,OURO-33,434,Paid
ORD-105960,2026-07-25,OURO-70,234,Paid
ORD-105961,2026-01-28,OURO-28,482,Paid
ORD-105962,2025-12-16,OURO-83,301,Pending
ORD-105963,2026-01-04,OURO-66,180,Paid
ORD-105964,2026-08-01,OURO-65,465,Paid
ORD-105965,2026-08-03,OURO-35,382,Pending
ORD-105966,2026-07-16,OURO-61,220,Paid
ORD-105967,2026-06-05,OURO-38,365,Paid
ORD-105968,2026-04-28,OURO-83,351,Paid
ORD-105969,2025-10-03,OURO-14,317,Paid
ORD-105970,2026-07-23,OURO-96,217,Pending
ORD-105971,2026-01-09,OURO-81,56,Paid
ORD-105972,2026-05-28,OURO-53,290,Paid
ORD-105973,2026-01-05,OURO-45,278,Pending
ORD-105974,2026-04-20,OURO-47,384,Paid
ORD-105975,2026-01-02,OURO-13,238,Pending
ORD-105976,2026-07-26,OURO-82,309,Paid
ORD-105977,2025-10-30,OURO-18,459,Paid
ORD-105978,2026-04-03,OURO-53,407,Paid
ORD-105979,2026-06-01,OURO-52,453,Paid
ORD-105980,2026-08-12,OURO-76,493,Pending
ORD-105981,2026-02-23,OURO-36,162,Paid
ORD-105982,2026-06-06,OURO-64,402,Paid
ORD-105983,2026-09-02,OURO-63,85,Paid
ORD-105984,2025-10-19,OURO-77,368,Paid
ORD-105985,2026-09-06,OURO-84,145,Paid
ORD-105986,2025-10-02,OURO-89,383,Paid
ORD-105987,2026-01-13,OURO-30,108,Paid
ORD-105988,2026-07-27,OURO-79,370,Paid
ORD-105989,2025-10-09,OURO-99,385,Pending
ORD-105990,2025-10-31,OURO-52,228,Paid
ORD-105991,2026-04-18,OURO-75,338,Paid
ORD-105992,2026-07-08,OURO-50,171,Paid
ORD-105993,2025-12-13,OURO-10,487,Paid
ORD-105994,2026-02-03,OURO-79,299,Pending
ORD-105995,2026-03-27,OURO-46,372,Paid
ORD-105996,2026-07-18,OURO-94,300,Pending
ORD-105997,2026-02-23,OURO-49,383,Paid
ORD-105998,2026-01-27,OURO-23,127,Paid
ORD-105999,2026-02-13,OURO-60,489,Pending
ORD-106000,2026-03-02,OURO-25,283,Paid
ORD-106001,2025-11-11,OURO-99,418,Paid
ORD-106002,2026-08-05,OURO-98,207,Pending
ORD-106003,2026-05-07,OURO-95,259,Pending
ORD-106004,2025-12-12,OURO-96,175,Paid
ORD-106005,2026-03-20,OURO-56,309,Paid
ORD-106006,2025-09-10,OURO-55,65,Paid
ORD-106007,2026-03-25,OURO-70,474,Pending
ORD-106008,2026-03-27,OURO-73,387,Pending
ORD-106009,2026-08-22,OURO-86,465,Pending
ORD-106010,2026-03-23,OURO-51,180,Pending
ORD-106011,2026-07-30,OURO-30,115,Pending
ORD-106012,2026-04-21,OURO-14,170,Pending
ORD-106013,2025-10-19,OURO-99,174,Pending
ORD-106014,2026-06-05,OURO-33,81,Paid
ORD-106015,2025-10-19,OURO-47,95,Pending
ORD-106016,2026-09-03,OURO-22,498,Pending
ORD-106017,2025-11-04,OURO-85,376,Paid
ORD-106018,2025-09-25,OURO-80,136,Paid
ORD-106019,2026-05-30,OURO-14,171,Paid
ORD-106020,2026-05-22,OURO-68,205,Pending
ORD-106021,2026-02-10,OURO-59,240,Pending
ORD-106022,2025-10-10,OURO-60,231,Paid
ORD-106023,2026-04-01,OURO-75,279,Paid
ORD-106024,2025-10-01,OURO-93,65,Paid
ORD-106025,2026-04-22,OURO-80,152,Paid
ORD-106026,2026-01-14,OURO-32,483,Pending
ORD-106027,2026-05-20,OURO-43,294,Paid
ORD-106028,2026-04-14,OURO-74,463,Paid
ORD-106029,2025-09-14,OURO-73,179,Pending
ORD-106030,2026-06-12,OURO-29,311,Pending
ORD-106031,2025-11-16,OURO-86,358,Pending
ORD-106032,2026-08-23,OURO-56,465,Paid
ORD-106033,2026-02-20,OURO-91,131,Pending
ORD-106034,2026-09-02,OURO-85,444,Paid
ORD-106035,2025-12-27,OURO-58,317,Paid
ORD-106036,2026-04-05,OURO-77,138,Paid
ORD-106037,2026-05-04,OURO-78,361,Paid
ORD-106038,2025-09-11,OURO-59,268,Paid
ORD-106039,2026-05-08,OURO-11,437,Paid
ORD-106040,2026-02-23,OURO-83,179,Paid
ORD-106041,2026-03-18,OURO-60,103,Pending
ORD-106042,2026-08-14,OURO-52,393,Pending
ORD-106043,2025-11-20,OURO-14,465,Paid
ORD-106044,2026-06-19,OURO-43,430,Pending
ORD-106045,2025-09-12,OURO-90,111,Paid
ORD-106046,2026-05-06,OURO-70,295,Paid
ORD-106047,2026-07-18,OURO-79,235,Pending
ORD-106048,2026-08-05,OURO-54,272,Pending
ORD-106049,2026-04-28,OURO-33,84,Pending
ORD-106050,2025-11-20,OURO-71,258,Paid
ORD-106051,2026-01-24,OURO-78,482,Paid
ORD-106052,2026-06-13,OURO-99,111,Pending
ORD-106053,2026-06-21,OURO-61,292,Paid
ORD-106054,2025-09-20,OURO-74,463,Paid
ORD-106055,2026-06-13,OURO-91,116,Pending
ORD-106056,2026-07-18,OURO-84,489,Paid
ORD-106057,2026-08-11,OURO-59,401,Paid
ORD-106058,2025-11-25,OURO-13,345,Paid
ORD-106059,2025-12-07,OURO-41,399,Pending
ORD-106060,2026-03-23,OURO-27,105,Paid
ORD-106061,2025-12-30,OURO-98,281,Paid
ORD-106062,2026-05-12,OURO-48,473,Paid
ORD-106063,2025-09-21,OURO-28,177,Paid
ORD-106064,2026-05-04,OURO-66,165,Paid
ORD-106065,2026-07-31,OURO-19,321,Paid
ORD-106066,2026-06-13,OURO-70,483,Pending
ORD-106067,2025-11-23,OURO-34,158,Paid
ORD-106068,2025-11-21,OURO-73,422,Pending
ORD-106069,2026-05-26,OURO-16,83,Paid
ORD-106070,2026-08-19,OURO-27,261,Paid
ORD-106071,2025-11-26,OURO-82,180,Paid
ORD-106072,2026-09-09,OURO-15,217,Paid
ORD-106073,2026-03-14,OURO-87,417,Pending
ORD-106074,2026-05-19,OURO-17,217,Pending
ORD-106075,2025-09-11,OURO-14,442,Pending
ORD-106076,2026-09-02,OURO-55,444,Pending
ORD-106077,2025-10-25,OURO-17,336,Pending
ORD-106078,2026-02-13,OURO-49,73,Paid
ORD-106079,2025-10-10,OURO-85,343,Paid
ORD-106080,2026-05-28,OURO-60,246,Paid
ORD-106081,2026-08-17,OURO-92,495,Paid
ORD-106082,2026-04-08,OURO-17,275,Paid
ORD-106083,2026-03-19,OURO-40,237,Pending
ORD-106084,2026-04-14,OURO-77,97,Pending
ORD-106085,2026-07-05,OURO-62,308,Paid
ORD-106086,2025-10-20,OURO-66,354,Pending
ORD-106087,2026-08-19,OURO-29,411,Paid
ORD-106088,2025-09-23,OURO-74,339,Pending
ORD-106089,2025-09-22,OURO-44,144,Paid
ORD-106090,2026-03-29,OURO-12,459,Paid
ORD-106091,2026-01-25,OURO-57,390,Paid
ORD-106092,2026-07-28,OURO-13,177,Paid
ORD-106093,2026-08-21,OURO-54,426,Paid
ORD-106094,2025-12-11,OURO-78,289,Paid
ORD-106095,2026-07-31,OURO-74,218,Paid
ORD-106096,2026-05-02,OURO-65,323,Paid
ORD-106097,2026-06-18,OURO-74,456,Pending
ORD-106098,2026-04-09,OURO-54,455,Paid
ORD-106099,2026-07-09,OURO-74,96,Paid
ORD-106100,2026-01-25,OURO-95,163,Pending
ORD-106101,2026-01-02,OURO-59,454,Paid
ORD-106102,2026-02-01,OURO-17,419,Paid
ORD-106103,2026-08-25,OURO-53,293,Pending
ORD-106104,2025-09-21,OURO-24,346,Paid
ORD-106105,2026-02-20,OURO-36,420,Pending
ORD-106106,2026-02-26,OURO-15,359,Paid
ORD-106107,2025-10-14,OURO-39,341,Paid
ORD-106108,2026-07-13,OURO-14,474,Pending
ORD-106109,2026-03-27,OURO-20,416,Paid
ORD-106110,2026-06-19,OURO-26,485,Pending
ORD-106111,2026-06-25,OURO-68,197,Paid
ORD-106112,2026-05-07,OURO-87,244,Paid
ORD-106113,2025-09-12,OURO-56,283,Paid
ORD-106114,2026-06-24,OURO-34,206,Paid
ORD-106115,2025-12-11,OURO-73,306,Paid
ORD-106116,2025-11-30,OURO-15,259,Pending
ORD-106117,2025-11-26,OURO-39,333,Paid
ORD-106118,2026-08-10,OURO-93,60,Paid
ORD-106119,2026-05-14,OURO-15,257,Paid
ORD-106120,2026-08-26,OURO-93,116,Paid
ORD-106121,2026-01-15,OURO-80,399,Paid
ORD-106122,2026-01-05,OURO-30,424,Paid
ORD-106123,2026-07-26,OURO-94,447,Paid
ORD-106124,2026-06-04,OURO-73,390,Pending
ORD-106125,2026-06-13,OURO-16,404,Pending
ORD-106126,2025-10-15,OURO-22,369,Paid
ORD-106127,2025-11-12,OURO-97,185,Paid
ORD-106128,2026-04-19,OURO-74,333,Paid
ORD-106129,2025-11-30,OURO-49,50,Pending
ORD-106130,2025-12-07,OURO-58,324,Pending
ORD-106131,2025-10-16,OURO-24,257,Pending
ORD-106132,2026-06-10,OURO-66,289,Paid
ORD-106133,2026-07-12,OURO-26,381,Pending
ORD-106134,2026-06-28,OURO-81,263,Pending
ORD-106135,2025-10-22,OURO-48,343,Pending
ORD-106136,2025-10-06,OURO-90,479,Pending
ORD-106137,2026-04-24,OURO-10,262,Paid
ORD-106138,2026-01-14,OURO-74,172,Pending
ORD-106139,2026-01-28,OURO-86,418,Pending
ORD-106140,2026-06-17,OURO-88,221,Paid
ORD-106141,2026-04-24,OURO-47,225,Paid
ORD-106142,2026-02-12,OURO-46,284,Paid
ORD-106143,2025-10-31,OURO-23,80,Paid
ORD-106144,2026-01-08,OURO-76,212,Pending
ORD-106145,2026-08-22,OURO-78,456,Paid
ORD-106146,2025-11-19,OURO-23,369,Paid
